,y,x
5489,ham,Oh thanks a lot..i already bought 2 eggs ..
2897,ham,If you r @ home then come down within 5 min
1181,ham,You flippin your shit yet?
1355,ham,Convey my regards to him
3793,ham,Short But Cute: \Be a good person
4779,ham,Sen told that he is going to join his uncle finance in cbe
3354,ham,Minimum walk is 3miles a day.
529,ham,Jay says that you're a double-faggot
4978,ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
5503,ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
3990,ham,I am on the way to ur home
1676,ham,"Yeah, that's fine! It's å£6 to get in, is that ok? "
1535,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
4301,ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
4521,ham,DO U WANT 2 MEET UP 2MORRO
1471,ham,Oh. U must have taken your REAL Valentine out shopping first.
2633,ham,"That's what I love to hear :V see you sundayish, then"
3853,ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
5466,spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ
705,ham,"I don't think I can get away for a trek that long with family in town, sorry"
745,ham,Dunno he jus say go lido. Same time 930.
1545,ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
1901,ham,"Sorry, I'll call later"
1675,ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But
1617,ham,Did u download the fring app?
2641,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
3330,ham,How much it will cost approx . Per month.
5020,ham,:-( sad puppy noise
386,ham,Customer place i will call you.
3237,ham,Good. No swimsuit allowed :)
5309,ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
1410,ham,Pls speak to that customer machan.
4049,ham,Ok ok take care. I can understand.
3394,ham,Then i buy.
4583,ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
4495,ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
2011,ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
154,ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
961,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
4745,ham,Orh i tot u say she now still dun believe.
4418,ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_
4563,ham,Tell me again what your address is
3525,ham,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY
971,ham,"Haha awesome, omw back now then"
2635,ham,Tiwary to rcb.battle between bang and kochi.
4424,ham,Just now saw your message.it k da:)
2744,ham,"Tick, tick, tick ... Babe"
958,ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
1307,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
4144,ham,Lol I would but despite these cramps I like being a girl.
3822,ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
3448,ham,Sorry. || mail? || 
1152,ham,Ok i go change also...
2149,ham,Waaaat?? Lololo ok next time then!
4637,ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
3161,ham,I can't describe how lucky you are that I'm actually awake by noon
573,ham,Waiting for your call.
3492,ham,"Cool, text me when you head out"
3871,ham,I am joining today formally.Pls keep praying.will talk later.
4276,ham,I'm glad. You are following your dreams.
1916,ham,Fffff. Can you text kadeem or are you too far gone
5379,ham,Somebody set up a website where you can play hold em using eve online spacebucks
1105,ham,on hen night. Going with a swing
828,ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
3905,ham,Went fast asleep dear.take care.
3607,ham,Pls come quick cant bare this.
1259,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
4984,ham,Dont let studying stress you out. L8r.
3701,ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .
3195,ham,"I av a new number,  . Wil u only use this one,ta."
1965,ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
1789,ham,Takin a shower now but yeah I'll leave when I'm done
3110,ham,Short But Cute : \ Be a good person 
1884,ham,I love your ass! Do you enjoy doggy style? :)
4089,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
3738,ham,Did you stitch his trouser
3432,ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
3937,ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
209,ham,Both :) i shoot big loads so get ready!
2485,ham,Lol that's different. I don't go trying to find every real life photo you ever took.
3692,ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
1283,ham,Yes i thought so. Thanks.
4683,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
3080,ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
270,ham,"Come to mu, we're sorting out our narcotics situation"
4508,ham,ÌÏ takin linear algebra today?
3782,ham,Can you do online transaction?
2622,ham,Ok lor...
2186,ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
2850,ham,Are you going to wipro interview today?
1400,ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers"
4861,spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
1174,ham,Yay! You better not have told that to 5 other girls either.
3969,ham,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place "
1313,ham,How abt making some of the pics bigger?
4056,ham,Noice. Text me when you're here
2910,ham,"Sorry,in meeting I'll call later"
190,spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
341,ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
914,ham,"Call me da, i am waiting for your call."
5302,ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
3817,spam,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC
2617,ham,I cant pick the phone right now. Pls send a message
5393,ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
4782,ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
2399,ham,Oh... Kay... On sat right?
3668,ham,Yeah imma come over cause jay wants to do some drugs
3046,ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
682,ham,Is xy going 4 e lunch?
3950,ham,Hi dude hw r u da realy mising u today
2247,spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL
1939,spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB
327,ham,"I'd say that's a good sign but, well, you know my track record at reading women"
947,ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
4783,ham,Indeed and by the way it was either or - not both !
390,ham,Huh so late... Fr dinner?
1046,ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
1193,spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248
5056,ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
5208,ham,Hi.what you think about match?
870,ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
5322,ham,"Thanks, I'll keep that in mind"
4366,ham,I like dis sweater fr mango but no more my size already so irritating.
3513,ham,I always chat with you. In fact i need money can you raise me?
2876,ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
5306,ham,Ill be at yours in about 3 mins but look out for me
3794,ham,Also remember the beads don't come off. Ever.
3666,ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
5271,ham,So u wan 2 come for our dinner tonight a not?
2797,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
4771,ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
1114,ham,No no:)this is kallis home ground.amla home town is durban:)
1883,ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
1223,ham,Rofl betta invest in some  anti aging products
229,ham,Dear good morning now only i am up
1149,ham,Not a drop in the tank
1846,ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
3473,ham,", how's things? Just a quick question."
3421,spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
360,ham,Ha ha cool cool chikku chikku:-):-DB-)
87,ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
1655,ham,At 7 we will go ok na.
3001,ham,"Excellent, I'll see what riley's plans are"
4590,spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
2570,ham,From 5 to 2 only my work timing.
437,ham,How long does applebees fucking take
20,ham,Is that seriously how you spell his name?
3152,ham,I tagged MY friends that you seemed to count as YOUR friends.
4647,ham,We are okay. Going to sleep now. Later
1225,ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
912,ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
2859,ham,I want to be there so i can kiss you and feel you next to me
915,ham,I could ask carlos if we could get more if anybody else can chip in
2506,ham,Who u talking about?
3035,ham,;-) ok. I feel like john lennon.
1503,ham,Ill be there on  &lt;#&gt;  ok.
3549,ham,"Dad wanted to talk about the apartment so I got a late start, omw now"
1980,ham,"Sorry, I'll call later"
3491,ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
859,ham,Did he just say somebody is named tampa
734,ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
91,ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
4756,ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
4274,ham,Haiyoh... Maybe your hamster was jealous of million
5471,ham,Yup
2453,ham,How much she payed. Suganya.
215,ham,Finally the match heading towards draw as your prediction.
892,ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
589,ham,"I'm in a meeting, call me later at"
2694,ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
3983,ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
2166,ham,"Thank you. And by the way, I just lost."
5133,ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
3617,ham,Hey check it da. I have listed da.
3594,ham,Huh but i cant go 2 ur house empty handed right?
3063,ham,Ok. How many should i buy.
4462,ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
507,ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
2465,ham,S.i think he is waste for rr..
1421,ham,Do you work all this week ?
2879,spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
666,ham,Carlos'll be here in a minute if you still need to buy
9,spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
992,ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...
237,ham,Where are you?when wil you reach here?
622,ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
4327,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
5130,ham,Any way where are you and what doing.
228,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
1201,ham,I know she called me
4527,ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
1269,ham,"Tee hee. Off to lecture, cheery bye bye."
3702,ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
694,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
5518,ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
1428,ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february"
4324,ham,Am only searching for good dual sim mobile pa.
1855,ham,K.:)you are the only girl waiting in reception ah?
26,ham,Lol your always so convincing.
3700,ham,Shall i get my pouch?
1658,spam,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50
1312,ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
3985,ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
1044,spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
3296,spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
5259,ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
2418,ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
4281,ham,U can call now...
16,ham,Oh k...i'm watching here:)
2459,ham,Nope. Meanwhile she talk say make i greet you.
3321,ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
459,ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
4241,spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
843,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
2110,ham,Do we have any spare power supplies
4480,ham,No..its ful of song lyrics..
5429,ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
1761,ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
5011,ham,U attend ur driving lesson how many times a wk n which day?
2587,ham,"Aight, see you in a bit"
2316,ham,That's cause your old. I live to be high.
1042,ham,Easy ah?sen got selected means its good..
2031,ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
4256,spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
5566,spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
2546,ham,Company is very good.environment is terrific and food is really nice:)
5111,ham,I've reached sch already...
3883,spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
2658,ham,Not yet chikku..wat abt u?
3102,ham,"U so lousy, run already come back then half dead... Hee..."
455,ham,Si si. I think ill go make those oreo truffles.
5291,ham,Xy trying smth now. U eat already? We havent...
5561,ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
1363,ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
3714,ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
4161,ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
706,ham,So when do you wanna gym harri
2822,ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
3541,ham,ÌÏ come lt 25 n pass to me lar
3339,ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
1790,ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
1096,spam,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
5261,ham,I absolutely LOVE South Park! I only recently started watching the office.
1551,ham,In e msg jus now. U said thanks for gift.
1955,ham,"Aight I'll grab something to eat too, text me when you're back at mu"
3209,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
959,ham,Where @
2048,ham,So dont use hook up any how
2878,ham,U still painting ur wall?
4607,ham,We live in the next  &lt;#&gt; mins
1798,ham,That one week leave i put know that time. Why.
4471,spam,3. You have received your mobile content. Enjoy
4207,ham,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..
5285,spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
139,ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...
4998,ham,"Hmph. Go head, big baller."
913,ham,Ok lor but not too early. Me still having project meeting now.
4174,ham,How are you doing. How's the queen. Are you going for the royal wedding
3085,ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
2375,ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
4051,ham,"Ya ok, then had dinner?"
695,ham,Good. Good job. I like entrepreneurs
2972,ham,Happy New Year Princess!
1571,ham,Near kalainar tv office.thenampet
4165,ham,Well if I'm that desperate I'll just call armand again
3271,ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
4628,ham,Only saturday and sunday holiday so its very difficult:)
210,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
3813,ham,Can. Dunno wat to get 4 her...
836,spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
5019,ham,"It's cool, we can last a little while. Getting more any time soon?"
810,ham,S:)s.nervous  &lt;#&gt; :)
4493,ham,Man this bus is so so so slow. I think you're gonna get there before me
4212,ham,I attended but nothing is there.
5479,ham,Really do hope the work doesnt get stressful. Have a gr8 day.
3388,ham,O. Guess they both got screwd
1627,spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS"
3502,ham,Free any day but i finish at 6 on mon n thurs...
711,ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
719,ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
1852,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
3654,ham,Senthil group company Apnt 5pm.
4688,ham,"Didn't try, g and I decided not to head out"
3113,ham,Yes watching footie but worried we're going to blow it - Phil Neville?
643,ham,Ya very nice. . .be ready on thursday
2692,spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
5408,ham,... Are you in the pub?
1354,ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
5376,ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
4160,spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
4043,ham,"Yes, my reg is  Ciao!"
4191,ham,&lt;#&gt;  w jetton ave if you forgot
1101,ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
1060,ham,I'm working technical support :)voice process.networking field.
5243,ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
93,spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
194,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
885,ham,Gibbs unsold.mike hussey
5070,ham,As in different styles?
1949,ham,Wait 2 min..stand at bus stop
820,ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
2095,ham,"Probably, want to pick up more?"
5268,ham,\ER
3390,ham,"I'm in a meeting, call me later at"
2135,ham,"Carlos took a while (again), we leave in a minute"
659,spam,88800 and 89034 are premium phone services call 08718711108
2781,ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
661,ham,Then mum's repent how?
2045,ham,Okay... I booked all already... Including the one at bugis.
931,ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
942,spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
2055,ham,"Sir, I am waiting for your mail."
4674,spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
1401,ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
4447,ham,I sent them. Do you like?
1769,ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
177,ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
4592,ham,It's ok i wun b angry. Msg u aft i come home tonight.
1999,ham,LMAO where's your fish memory when I need it?
515,ham,S:)no competition for him.
715,ham,When i have stuff to sell i.ll tell you
680,ham,What is this 'hex' place you talk of? Explain!
2724,ham,Nope... C Ì_ then...
2703,ham,Yup no more already... Thanx 4 printing n handing it up.
1553,ham,Ok how you dear. Did you call chechi
224,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
2322,ham,Should I be stalking u?
4316,ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
4269,ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
517,spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
5316,ham,Jus finish watching tv... U?
5550,ham,"Cool, what time you think you can get here?"
4818,ham,Got smaller capacity one? Quite ex...
2201,ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
86,ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
2653,ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
3595,ham,Good morning princess! Happy New Year!
792,ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!
451,ham,Thanks for this hope you had a good day today
2420,ham,Oic... Then better quickly go bathe n settle down...
3101,ham,Even if he my friend he is a priest call him now
2211,ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
574,ham,Nope i waiting in sch 4 daddy... 
231,ham,Dear we are going to our rubber place
1124,ham,Aiyar sorry lor forgot 2 tell u...
2,spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
4458,spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123"""
4510,ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
2231,ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)"
1829,spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
581,ham,Ok anyway no need to change with what you said
3640,spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"
563,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
2191,ham,Thankyou so much for the call. I appreciate your care.
2372,ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
1367,ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough Û_"
2568,ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
943,ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
2477,ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
755,ham,So why didnt you holla?
3304,ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
