,sent,title,year,author
1089,"Rowling is a supporter of The Shannon Trust, which runs the Toe by Toe Reading Plan and the Shannon Reading Plan in prisons across Britain, helping and giving tutoring to prisoners who cannot read.


",,,J.K. Rowling
1137,"""


=== Press ===
Rowling has had a difficult relationship with the press.",,,J.K. Rowling
1057,"In 2002 Rowling contributed a foreword to Magic, an anthology of fiction published by Bloomsbury Publishing, helping to raise money for the National Council for One Parent Families.
",,,J.K. Rowling
162,"He exchanged letters with his ""Angel Fish"" girls and invited them to concerts and the theatre and to play games.",,,Mark Twain
323,"Twain supported the revolutionaries in Russia against the reformists, arguing that the Tsar must be got rid of by violent means, because peaceful ones would not work.",,,Mark Twain
770,"Mexico City Blues,"" a collection of poems published in 1959, is made up of 242 choruses following the rhythms of jazz.",Mexico City Blues,1959.0,Jack Kerouac
822,"The 2016 Sunday Times Rich List estimated Rowling's fortune at £600 million, ranking her as the joint 197th richest person in the UK.",,,J.K. Rowling
433,"It is mid-October now, and the weather is growing cold up here in the New Hampshire hills, but it will not succeed in freezing me out of these white garments, for here the neighbors are few, and it is only of crowds that I am afraid.",,,Mark Twain
1094,"As a child, Rowling has said her early influences included The Lion, The Witch and The Wardrobe by C.S. Lewis, The Little White Horse by Elizabeth Goudge, and Manxmouse by Paul Gallico.


",,,J.K. Rowling
809,—,,,Jack Kerouac
901,"One of the reasons she wrote in cafés was that taking her baby out for a walk was the best way to make her fall asleep.


",,,J.K. Rowling
439,=,,,Mark Twain
970,"Rowling disputed the calculations and said she had plenty of money, but was not a billionaire.",,,J.K. Rowling
469,591–594.,,,Mark Twain
1166,"Whitbread Children's Book of the Year, winner Harry Potter and the Prisoner of Azkaban
2000:",,,J.K. Rowling
578,"Before On the Road was accepted by Viking Press, Kerouac got a job as a ""railroad brakeman and fire lookout"" (see Desolation Peak (Washington)) traveling between the East and West coasts of the United States to earn money, frequently finding rest and the quiet space necessary for writing at the home of his mother.",,,Jack Kerouac
700,"All these works, including La nuit est ma femme, Sur le chemin, and large sections of Maggie Cassidy (originally written in French), have now been published together in a volume entitled La vie est d'hommage",,,Jack Kerouac
1009,"In response, a tweeter called Jude Callegari said that the author was Rowling.",,,J.K. Rowling
18,"Twain was of Cornish, English, and Scots-Irish descent.",,,Mark Twain
115,"His scheduled lecture in Honolulu, Hawaii had to be cancelled due to a cholera epidemic.",,,Mark Twain
702,"In 1996, the Nouvelle Revue Française published excerpts and an article on ""La nuit est ma femme"", and scholar Paul Maher Jr., in his biography Kerouac: His Life and Work', discussed Sur le chemin's plot and characters.",,,Jack Kerouac
736,Kerouac's French-Canadian origins inspired a 1987 National Film Board of Canada docudrama Jack Kerouac's Road:,,,Jack Kerouac
302,He loves his country better than he does the countries of other people.,,,Mark Twain
97,"Twain spent $300,000 (equal to $8,000,000 in inflation-adjusted terms ) on it between 1880 and 1894, but before it could be perfected it was rendered obsolete by the Linotype.",,,Mark Twain
70,"The couple lived in Buffalo, New York, from 1869 to 1871.",,,Mark Twain
905,"The book was submitted to twelve publishing houses, all of which rejected the manuscript.",,,J.K. Rowling
708,"Even though this work has the same title as one of his best known English novels, it is the original French version of an incomplete translation that would later become Old Bull in the Bowery (now published in The Unknown Kerouac from the Library of America).",,,Jack Kerouac
491,"==


=== Early life and adolescence ===

",,,Jack Kerouac
1176,"She was appointed Member of the Order of the Companions of Honour (CH) in the 2017 Birthday Honours for services to literature and philanthropy.


",,,J.K. Rowling
1193,"Fantastic Beasts and Where to Find Them (film script) (19 November 2016)


",,,J.K. Rowling
329,"He paid for at least one black person to attend Yale Law School and for another black person to attend a southern university to become a minister.
",,,Mark Twain
574,The resulting manuscript contained no chapter or paragraph breaks and was much more explicit than the version which would eventually be published.,,,Jack Kerouac
384,Twain visited Salt Lake City for two days and met there members of The Church of Jesus Christ of Latter-day Saints.,,,Mark Twain
1084,Rowling is a member of both English PEN and Scottish PEN.,,,J.K. Rowling
157,"In April, he heard that his friend Ina Coolbrith had lost nearly all that she owned in the 1906 San Francisco earthquake, and he volunteered a few autographed portrait photographs to be sold for her benefit.",,,Mark Twain
382,"79 A.F.&A.M., based in St. Louis.",,,Mark Twain
27,"When he was 18, he left Hannibal and worked as a printer in New York City, Philadelphia, St. Louis, and Cincinnati, joining the newly formed International Typographical Union, the printers trade union.",,,Mark Twain
394,"= Pen names ==
Twain used different pen names before deciding on ""'Mark Twain"".",,,Mark Twain
753,"It featured walking tours, literary seminars, and musical performances focused on Kerouac's work and that of the Beat Generation.
",,,Jack Kerouac
937,"The book's last chapter was one of the earliest things she wrote in the entire series.

",,,J.K. Rowling
598,"At the request of his editors, Kerouac changed the setting of the novel from New York to San Francisco.
",,,Jack Kerouac
1116,The absence of a visa when I cross the channel has symbolic value to me.,,,J.K. Rowling
1163,"In 2011 Rowling became an honorary Fellow of the Royal College of Physicians of Edinburgh.
",,,J.K. Rowling
1219,"The Fringe Benefits of Failure and Importance of Imagination, illustrated by Joel Holland, Sphere, 14 April 2015, 80 pages (ISBN 978-1-4087-0678-7).

",,,J.K. Rowling
533,"He continued to live for a time in New York's Upper West Side with his girlfriend and future first wife, Edie Parker.",,,Jack Kerouac
601,In 1946 he read Heinrich Zimmer's Myths and Symbols in Indian Art and Civilization.,,,Jack Kerouac
293,Here are a people who have suffered for three centuries.,,,Mark Twain
963,"Rowling, producers David Heyman and David Barron, along with directors David Yates, Mike Newell and Alfonso Cuarón collected the Michael Balcon Award for Outstanding British Contribution to Cinema at the 2011 British Academy Film Awards in honour of the Harry Potter film franchise.
",,,J.K. Rowling
1236,(28 April 2014).,,,J.K. Rowling
334,"The scum of the earth!

",,,Mark Twain
471,"Atlantic Monthly Co.
Academic studies and Archival Collections
The Mark Twain Papers and Project of the Bancroft Library, University of California Berkeley.",,,Mark Twain
407,"Samuel Clemens himself responded to this suggestion by saying, ""Mark Twain was the nom de plume of one Captain Isaiah Sellers, who used to write river news over it for the New Orleans Picayune.",,,Mark Twain
938,"Harry Potter is now a global brand worth an estimated US$15 billion, and the last four Harry Potter books have consecutively set records as the fastest-selling books in history.",,,J.K. Rowling
705,"The published novel runs over 110 pages, having been reconstituted from six distinct files in the Kerouac archive by Professor Cloutier.",,,Jack Kerouac
54,"Twain moved to San Francisco in 1864, still as a journalist, and met writers such as Bret Harte and Artemus Ward.",,,Mark Twain
392,"The pains which it inflicts upon unconsenting animals is the basis of my enmity towards it, and it is to me sufficient justification of the enmity without looking further.


",,,Mark Twain
285,"=== Anti-imperialist ===
",,,Mark Twain
17,"His parents met when his father moved to Missouri, and they were married in 1823.",,,Mark Twain
767,"While he is best known for his novels, Kerouac is also noted for his poetry.",,,Jack Kerouac
916,"In October 1998, Scholastic published Philosopher's Stone in the US under the title of Harry Potter and the Sorcerer's Stone, a change Rowling says she now regrets and would have fought if she had been in a better position at the time.",Philosopher's Stone,1998,J.K. Rowling
360,"He did state that ""the goodness, the justice, and the mercy of God are manifested in His works"", but also that ""the universe is governed by strict and immutable laws"", which determine ""small matters"", such as who dies in a pestilence.",,,Mark Twain
474,"(bulk 1870–1938), held by the Henry W. and Albert A. Berg Collection of English and American Literature,",,,Mark Twain
398,"Twain is an archaic term for ""two"", as in ""The veil of the temple was rent in twain.""",,,Mark Twain
791,"=
Poetry for the Beat Generation (with Steve Allen)",,,Jack Kerouac
713,"== Influences ===
Kerouac's early writing, particularly his first novel The Town and the City, was more conventional, and bore the strong influence of Thomas Wolfe.",,,Jack Kerouac
60,He wrote a collection of travel letters which were later compiled as The Innocents Abroad,,,Mark Twain
340,"In an expression that captures his East Indian experiences, he wrote, ""So far as I am able to judge nothing has been left undone, either by man or Nature, to make India the most extraordinary country that the sun visits on his rounds.",,,Mark Twain
978,=== Remarriage and family,,,J.K. Rowling
924,"In the US, the book sold three million copies in its first 48 hours, smashing all records.",,,J.K. Rowling
634,Kerouac was demoralized by criticism of Dharma Bums from such respected figures in the American field of Buddhism as Zen teachers Ruth Fuller Sasaki and Alan Watts.,,,Jack Kerouac
1224,"Time magazine.
",,,J.K. Rowling
787,"Both Sur le chemin and La nuit est ma femme have also been translated to English by Jean-Christophe Cloutier, in collaboration with Kerouac, and were published in 2016 by the Library of America in The Unknown Kerouac.


",Both Sur le chemin,2016.0,Jack Kerouac
807,Who's Who:,,,Jack Kerouac
10,"He filed for bankruptcy in the wake of these financial setbacks, but he eventually overcame his financial troubles with the help of Henry Huttleston Rogers.",,,Mark Twain
695,"Of his expositions of the Spontaneous Prose method, the most concise was Belief and Technique for Modern Prose, a list of 30 ""essentials"".

",,,Jack Kerouac
233,"Hemingway also wrote in the same essay:

All modern American literature comes from one book by Mark Twain called Huckleberry Finn.

",,,Mark Twain
1065,"In November 2013, Rowling handed over all earnings from the sale of The Tales of Beedle the Bard, totalling nearly £19 million.
",,,J.K. Rowling
217,"= Tom Sawyer and Huckleberry Finn ===
Twain's next major publication was The Adventures of Tom Sawyer, which draws on his youth in Hannibal.",,,Mark Twain
1098,"In September 2008, on the eve of the Labour Party Conference, Rowling announced that she had donated £1 million to the Labour Party, and publicly endorsed Labour Prime Minister Gordon Brown over Conservative challenger David Cameron, praising Labour's policies on child poverty.",,,J.K. Rowling
560,"Later, Kerouac lived with his parents in the Ozone Park neighborhood of Queens, after they had also moved to New York.",,,Jack Kerouac
172,"His humor was American, but he was nearly as much appreciated by Englishmen and people of other countries as by his own countrymen.",,,Mark Twain
13,"He was lauded as the ""greatest humorist this country has produced"", and William Faulkner called him ""the father of American literature"".


",,,Mark Twain
411,"For many years he had occasionally written brief paragraphs concerning the river and the changes which it had undergone under his observation during fifty years, and had signed these paragraphs ""Mark Twain"" and published them in the St. Louis and New Orleans journals.",,,Mark Twain
994,"In a press release, Rowling said that her new book would be quite different from Harry Potter.",,,J.K. Rowling
1136,"Alas, the sheer awesomeness of such a union in such a place would blow your tiny bigoted minds out of your thick sloping skulls.",,,J.K. Rowling
41,"He continued to work on the river and was a river pilot until the Civil War broke out in 1861, when traffic was curtailed along the Mississippi River.",,,Mark Twain
652,"""Naw,"" says Kerouac, sweating and fidgeting.
",,,Jack Kerouac
423,"= Legacy and depictions ==


=== Trademark white suit ===
",,,Mark Twain
605,"It was published by Viking in September 2008.

",,,Jack Kerouac
1070,In 2010 she donated a further £10 million to the centre.,,,J.K. Rowling
275,=== Censorship,,,Mark Twain
249,"It was first published serially in Century Magazine and, when it was finally published in book form, Pudd'nhead Wilson appeared as the main title; however, the ""subtitles"" make the entire title read:",,,Mark Twain
727,"The Doors, Jim Morrison and Ray Manzarek who quote Jack Kerouac and his novel On the Road as one of the band's greatest influences.",,,Jack Kerouac
995,"In April 2012, Little, Brown and Company announced that the book was titled The Casual Vacancy and would be released on 27 September 2012.",,,J.K. Rowling
1135,"Rowling responded by saying """,,,J.K. Rowling
654,"Gwernig used to translate his Breton language poems in English in order to make Kerouac read and understand them : ""Meeting with Jack Kerouac in 1965, for instance, was a decisive turn.",,,Jack Kerouac
368,"After his death, Twain's family suppressed some of his work that was especially irreverent toward conventional religion, notably Letters from the Earth, which was not published until his daughter Clara reversed her position in 1962 in response to Soviet propaganda about the withholding.",,,Mark Twain
805,"""Writings of Jack Kerouac"" from C-SPAN's American Writers: A Journey Through History
The Kerouac Companion—",,,Jack Kerouac
981,"Their son, David Gordon Rowling Murray, was born on 24 March 2003.",,,J.K. Rowling
1158,Another area of legal dispute involves a series of injunctions obtained by Rowling and her publishers to prohibit anyone from reading her books before their official release date.,,,J.K. Rowling
775,== Posthumous editions =,,,Jack Kerouac
880,Rowling was writing Harry Potter at the time and had never told her mother about it.,,,J.K. Rowling
1074,=== Other philanthropic work =,,,J.K. Rowling
1113,"In June 2016, Rowling campaigned against the Referendum to leave the European Union, stating on her website that, ""I'm the mongrel product of this European continent and I'm an internationalist.",,,J.K. Rowling
457,"This series reprints texts from the Papers and Works for students and the general reader.
",,,Mark Twain
193,"""When I first began to lecture, and in my earlier writings,"" Twain later commented, ""my sole idea was to make comic capital out of everything I saw and heard.",,,Mark Twain
1029,"In 2017, the BBC released a Cormoran Strike television series, starring Tom Burke as Cormoran Strike, it was picked up by HBO for distribution in the United States and Canada.
",,,J.K. Rowling
276,"===
",,,Mark Twain
437,"Little by little I hope to get together courage enough to wear white clothes all through the winter, in New York.",,,Mark Twain
138,"In 1901, he was invited to speak at Princeton University's Cliosophic Literary Society, where he was made an honorary member.


",,,Mark Twain
581,Publishers rejected On the Road because of its experimental writing style and its sexual content.,,,Jack Kerouac
399,"The riverboatman's cry was ""mark twain"" or, more fully, ""by the mark twain"", meaning ""according to the mark [on the line],",,,Mark Twain
482,Kerouac is recognized for his method of spontaneous prose.,,,Jack Kerouac
580,"During this period of travel, Kerouac wrote what he considered to be ""his life's work"": ""Vanity of Duluoz"".
",,,Jack Kerouac
